code,name,batch,stock,deal,free,mrp,rate,exp,company,supplier
SUNP20,PANTOCID 20MG TABS** 15`S,EMU1248,20,0,0,105,75,01/10/2021,SUN PHARMACEUTICAL I LTD,
CIJIL,JUNIOR LANZOL,BA93035,3,0,0,122.21,87.29,30/09/2021,CIPLA(NURTURE 1),CIPLA LIMITED  HYDERABAD
DRKCI,K-CIT SYRUP,BKT9125,10,0,0,172.7,123.36,30/09/2021,DR.REDDY`S LAB`S(PFD),DR REDDY`S LABORATORIES LTD   HYDERABAD
DXRC1,RECLIDE-80MG TAB,E901413,18,0,0,99.5,71.07,30/09/2021,DR.REDDY`S LAB`S(XENURA),DR REDDY`S LABORATORIES LTD   HYDERABAD
MDCFO,CEFOLAC-O 200MG TABS,LCH923A,30,0,0,145,103.57,30/09/2021,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACEB,ETIZOLA BETA 0.25MG,KEN903C,11,0,0,42,30,30/09/2021,MACLEODS (PROCARE) CV,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACEL,ETIZOLA BETA 0.50,KEO902B,27,0,0,68.5,48.93,30/09/2021,MACLEODS (PROCARE) CV,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACLD,MACPOD 100 ORAL SUSP,LMI924A,30,0,0,143,102.14,30/09/2021,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACNEX,NEXOVAS 20MG TABS,KNE905A,20,0,0,142.75,101.97,30/09/2021,MACLEODS (PROCARE) CV,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MLRRS,RUBIRED TABS,KRE2002A,30,0,0,119.5,85.36,30/09/2021,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MKM50,MAHACEF-50MG TABS,C2AKS003,36,11,1,46.2,33,30/09/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MKNBS,NOBEL SPAS TABS,F0AGS041,18,9,1,60.5,43.21,30/09/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
CIPLBIL,BILAFAV 20MG TABS,BLF191005,50,0,0,135,96.43,30/09/2021,CIPLA (CRESTA),
MANDF,FLOZEN-AA TABS,F9AHS055,12,9,1,88,62.86,30/09/2021,MANKIND(DISCOVERY),
DROAM,OLSERTAIN-AM TABS,G19OAA009,20,0,0,154,110,30/09/2021,DR.REDDY`S LAB`S(XENURA),
ABT88,THYRONORM-88 MCG TABS,AEE4196,4,0,0,201.11,143.65,01/09/2021,ABBOTT (METABOLICS),ABBOTT INDIA LIMITED HYDERABAD
ALEGV,GLISEN VM 1 TABS,DG9531006,1,0,0,125.2,89.43,01/09/2021,ALEMBIC  (DABUR) INDIA LIMITED,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
ACTZL,TELLZY-H TABS,1908001230,5,0,0,205.4,146.71,01/09/2021,ALEMBIC  (DABUR) INDIA LIMITED,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
AUSV5,SWICH-XP 500MG VIAL,19182225,75,10,5,133.5,95.36,01/09/2021,ALKEM (ARISE),ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
ALKTAXIM,TAXIM O FORTE DRY SYRUP,19182145,39,0,0,70.5,50.36,01/09/2021,ALKEM (PHARMA),ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
ALT1D,TAXIM-O DT 100MG TAB,19460731,10,0,0,95,67.86,01/09/2021,ALKEM (PHARMA),ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
ASCD5,CEFADROX 500MG TAB,B712K019,40,0,0,44.24,31.6,01/09/2021,ARISTO PHARMA,ARISTO PHARMACEUTICALS PVT LTD HYDERABAD
ARISMEG1,MEGAHEAL GEL,VAA1968,10,0,0,249,177.86,01/09/2021,ARISTO PHARMA,ARISTO PHARMACEUTICALS PVT LTD HYDERABAD
ARIMO,MONOCEF SB 1MG VIAL,D882K679,97,10,15,145,103.57,01/09/2021,ARISTO PHARMA,ARISTO PHARMACEUTICALS PVT LTD HYDERABAD
ARIAO,AMLOSAFE  5MG TABS,S118K039,20,0,0,27.5,19.64,01/09/2021,ARISTO (OTSIRA),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
ARIIM,IMAX S INJ,M1203K229,14,5,5,236.41,168.86,01/09/2021,ARISTO (MAIN FORCE 3),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
ASMG2,MEGAPEN 250MG VIAL,D10K029,200,9,1,22.4,16,01/09/2021,ARISTO PHARMA,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
ASMGC,MEGAPEN 500MG CAP,N673K079,37,19,1,49.1,35.07,01/09/2021,ARISTO PHARMA,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
ARIMK,MIFTY KIT,TG190068,50,1,4,425.26,303.76,01/09/2021,ARISTO (MAIN FORCE 3),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
ARIMO,MONOCEF SB 1MG VIAL,D882K679,208,10,15,145,103.57,01/09/2021,ARISTO PHARMA,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
ASM1I,MONTAZ 125MG INJ,B613K029,195,5,1,41.9,29.93,01/09/2021,ARISTO (MAIN FORCE-2),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
ASMT1,MONTAZ 1GM VIAL,B399K079,235,10,8,178,127.14,01/09/2021,ARISTO (MAIN FORCE-2),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
ASMT2,MONTAZ 250MG  VIAL,B554K049,210,10,8,61,43.6,01/09/2021,ARISTO (MAIN FORCE-2),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
ARIOP,OMNICEF PLUS TABS,B1052K059,30,9,1,129.15,92.25,01/09/2021,ARISTO (MAIN FORCE 3),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
ASPHK,PANTOP-HP KIT 1`S,M040,14,0,0,155,110.71,01/09/2021,ARISTO PHARMA,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
ARITE,TELVAS 20MG TABS,S324K019,25,0,0,30.64,21.89,01/09/2021,ARISTO (TASK FORCE),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
BIOBL,BLISTO-1MF TABS,BPSB19072,21,0,0,83.57,59.7,01/09/2021,BIOCON (CITIUS),BIOCON BIOLOGIS INDIA LTD  SECUNDERABAD
BIOB2,BLISTO-2MF TABS,BPSB19079,30,0,0,107.48,76.77,01/09/2021,BIOCON (CITIUS),BIOCON BIOLOGIS INDIA LTD  SECUNDERABAD
BIOME,METADOZE IPR 500 MG TABS,BPSB19081,7,0,0,19.2,14.4,01/09/2021,BIOCON (CITIUS),BIOCON BIOLOGIS INDIA LTD  SECUNDERABAD
BCAZ1,AZIBEST 100MG DT TABS,AZP1904,10,0,0,20,14.29,01/09/2021,BLUECROSS-LABS(GOLDCROSS) LTD,BLUE CROSS LABORATORIES PVT LTHYDERABAD
BCKM2,K-GLIM-M-2 TABS,ZUZ19100,7,0,0,53,37.86,01/09/2021,BLUE-CROSS LABS,BLUE CROSS LABORATORIES PVT LTHYDERABAD
BCLSH,LOSTAT-H TABS,LSH1906,18,0,0,65,46.43,01/09/2021,BLUE-CROSS LABS,BLUE CROSS LABORATORIES PVT LTHYDERABAD
BLUCMEFT,MEFTAL SPAS SYR,FZ1988,27,9,1,70,50,01/09/2021,BLUE-CROSS LABS,BLUE CROSS LABORATORIES PVT LTHYDERABAD
BCORC,OME-RD CAPS,ZAZ1906,15,9,1,40,28.57,01/09/2021,BLUECROSS-LABS(GOLDCROSS) LTD,BLUE CROSS LABORATORIES PVT LTHYDERABAD
BLP4T,P-PPI 40MG TABS,ZDZ1933,17,0,0,34,24.29,01/09/2021,BLUECROSS-LABS(GOLDCROSS) LTD,BLUE CROSS LABORATORIES PVT LTHYDERABAD
BLURPP,P-PPI L CAPS,ZTS1907,20,0,0,71,50.71,01/09/2021,BLUECROSS-LABS(GOLDCROSS) LTD,BLUE CROSS LABORATORIES PVT LTHYDERABAD
BCGXB50,XSTAN BETA 50 MG TAB,ZABE1903,20,0,0,80.5,57.5,01/09/2021,BLUECROSS-LABS(GOLDCROSS) LTD,BLUE CROSS LABORATORIES PVT LTHYDERABAD
CIPNI,NICOGUM 2 SUGARFREE,M590768,36,17,1,75,50.85,01/09/2021,CIPLA (OTC),CIPLA HEALTH LIMITED     HYD
CIPATH,ASTHALIN AX SYRUP,GL9553,42,0,0,86.51,61.79,01/09/2021,CIPLA (SPEETRACARE+1),CIPLA LIMITED  HYDERABAD
CIV3C80,CRESAR 80 TAB,SA94104,2,0,0,110.09,78.64,01/09/2021,CIPLA(VITALIS 3),CIPLA LIMITED  HYDERABAD
CIPLP,LEVOLIN PLUS SYRUP,GL9557,45,5,1,86.51,61.79,01/09/2021,CIPLA(NURTURE 1),CIPLA LIMITED  HYDERABAD
CINS1,NETSPAN-10MG INJ,E690490,10,4,1,40.15,28.68,01/09/2021,CIPLA (SPEETRACARE-2),CIPLA LIMITED  HYDERABAD
CIOM2,OMNIX 200DT TABS,EA90384,388,4,1,105.16,75.11,01/09/2021,CIPLA (CRESTA),CIPLA LIMITED  HYDERABAD
CIRAD,RABICIP-D CAPS,G19RDP018,28,0,0,207.9,148.5,01/09/2021,CIPLA (INSPIRA),CIPLA LIMITED  HYDERABAD
CIRDT,RID-AR TABS,SN91591,6,5,1,165,117.86,01/09/2021,CIPLA (CRESTA),CIPLA LIMITED  HYDERABAD
DRBZ1,BECOZINC CAP,V900956,6,0,0,28.6,20.43,01/09/2021,DR.REDDY`S LAB`S(AQURA+SG),DR REDDY`S LABORATORIES LTD   HYDERABAD
DXE11,ENAM 10MG TAB,V900875,14,0,0,99.6,71.14,01/09/2021,DR.REDDY`S LAB`S(PRIDE),DR REDDY`S LABORATORIES LTD   HYDERABAD
DRGLIMYM,GLIMY M1 TAB,E901411,1,0,0,133.1,95.07,01/09/2021,DR.REDDY`S LAB`S(XENURA),DR REDDY`S LABORATORIES LTD   HYDERABAD
DRGODT,GRIS ODT TAB,E901397,60,9,1,166.5,118.93,01/09/2021,DR.REDDY`S LAB`S(PRIDE),DR REDDY`S LABORATORIES LTD   HYDERABAD
DRNOR,NORILET 0 TAB,DRR905,44,10,5,63.5,45.36,01/09/2021,DR.REDDY`S LAB`S(PRIDE),DR REDDY`S LABORATORIES LTD   HYDERABAD
DXRC1,RECLIDE-80MG TAB,E901414,40,0,0,99.5,71.07,01/09/2021,DR.REDDY`S LAB`S(XENURA),DR REDDY`S LABORATORIES LTD   HYDERABAD
DRRDT,REDOTIL CAPS,E901304,97,0,0,292.05,208.61,01/09/2021,DR.REDDY`S LAB`S (ZENURA),DR REDDY`S LABORATORIES LTD   HYDERABAD
DRREN,RELENT+SYR,AJ00020,-1,10,1,81.5,58.22,01/09/2021,DR.REDDY`S LAB`S(PRIDE),DR REDDY`S LABORATORIES LTD   HYDERABAD
DCRFT,RIFLUX-FORTZ TAB,PPQAQ37,24,0,0,52.8,37.71,01/09/2021,DR.REDDY`S LAB`S(PRIDE),DR REDDY`S LABORATORIES LTD   HYDERABAD
DRSTI,STYPTOCHROME-E AMP,DN3019004,170,0,0,21,15,01/09/2021,DR.REDDY`S LAB`S(PRIDE),DR REDDY`S LABORATORIES LTD   HYDERABAD
GDBVN,BETNOVATE-N ONT,NK645,9,0,0,33.3,23.79,01/09/2021,GLAXOSMITHKLINE(CTC TEAM),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
GDTVM,TENOVATE-M CRM,EL593,-1,0,0,90.85,64.89,01/09/2021,GLAXOSMITHKLINE PHARMA(DERMA ACE),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
GDTVM,TENOVATE-M CRM,EL595,5,0,0,90.85,64.89,01/09/2021,GLAXOSMITHKLINE PHARMA(DERMA ACE),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
SBCCD,CROCIN DROPS***,B9018,27,0,0,26.54,19.37,01/09/2021,SMITHKLINE BEECHAM PHARMA,HARI MARUTI AGENCIES  VIJAYAWADA
SBCCS,CROCIN SYRUP**,B9023,1,0,0,34.94,25.5,01/09/2021,SMITHKLINE BEECHAM PHARMA,HARI MARUTI AGENCIES  VIJAYAWADA
KNDOS,DIGENE ORANGE SYR,DAB9051,40,0,0,108.85,77.75,01/09/2021,ABBOTT (CONSUMER CARE),HARI MARUTI AGENCIES  VIJAYAWADA
ALPPS,P-120MG SYRUP ***,POS19084,93,10,1,34.94,24.96,01/09/2021,APEX,HARI MARUTI AGENCIES  VIJAYAWADA
INGMT,GLYCHEK M + TAB,GDM2J91I,23,0,0,53.6,38.29,01/09/2021,INDOCO (FOCUS),INDOCO REMEDIES LTD(INDOC)    HYDERABAD
WALIA,LIGNOX 2% W ADR VIAL,KAK7J93G,63,0,0,34,24.29,01/09/2021,INDOCO (WARREN PHARMA),INDOCO REMEDIES LTD(INDOC)    HYDERABAD
INDIZEN,ZILENTA M TABS,ZBA2J92P,5,0,0,128,91.43,01/09/2021,INDOCO (FOCUS),INDOCO REMEDIES LTD(INDOC)    HYDERABAD
INDIZEN,ZILENTA M TABS,ZBA2J92P,30,0,0,128,91.43,01/09/2021,INDOCO (FOCUS),INDOCO REMEDIES LTD(INDOC)    HYDERABAD
IVMPW,MELONEX POWER INJ,Y15866,33,5,1,110,78.57,01/09/2021,INTAS PHARMA (NEOVET),INTAS PHARMCEUTICALS LTD HYDERABAD
IVNPS,NEOZIDE PLUS SYP,FI1947,30,9,1,135,96.43,01/09/2021,INTAS PHARMA (BOVICURRA),INTAS PHARMCEUTICALS LTD HYDERABAD
JBMAXAN1,ANO-METROGYL CREAM,X7A9012,6,0,0,100.44,71.75,01/09/2021,J.B. CHE&PHARMA LIMITED  (DIVA),J.B.CHEMICALS AND PHARMA      SECUNDERABAD
CASGP,SUGAR FREE GOLD POWDER **,AWSV1540,32,0,0,135,108.48,01/09/2021,ZYDUS PHARMACEUTICALS LTD(CADILA),JAI GANESH ENTERPRISES WARANGAL
LGDWE,DEWAX EAR DROPS**,CDX467,4,10,2,95.99,68.57,01/09/2021,LEGEND DRUGS & FORMS,LAKSHMI BALAJI AGENCIES       HYDERABAD
PDNKS,NEKO SOAP,NKV9006,27,0,0,61,43.94,01/09/2021,PFIZER(TEAM 5 MAGANEM),LAKSHMI BALAJI AGENCIES       HYDERABAD
GRACS,ASCORIL + SYR,11191956,311,14,1,109,77.86,01/09/2021,GLNMARK(MAJESTA),LAKSHMI BALAJI CORPORATION VIJAYAWADA
YSBP2,BURNOL CREAM ***,1910107,44,0,0,49,35,01/09/2021,GENARAL COMPANY,LAKSHMI BALAJI CORPORATION VIJAYAWADA
EDEV1,ELDERVIT-12 AMP ***,EP0167,138,0,0,22.6,16.15,01/09/2021,ELDER PHARMACEUTICALS LTD (ELVISTA),LAKSHMI BALAJI CORPORATION VIJAYAWADA
RARTC,REVITAL H CAP ***,EMU2464,10,0,0,100,67.81,01/09/2021,RANBAXY-2,LAKSHMI BALAJI CORPORATION VIJAYAWADA
ALT21,TAXIM-O 200MG TAB,19182274,6,0,0,105.17,75.12,01/09/2021,ALKEM (PHARMA),LAKSHMI BALAJI CORPORATION VIJAYAWADA
ALT5D,TAXIM-O DT 50MG TAB,19460768,60,0,0,91,65,01/09/2021,ALKEM (PHARMA),LAKSHMI BALAJI CORPORATION VIJAYAWADA
RPGN3,GARDENAL-30MG TAB**,GDA8005,8,0,0,38.57,27.56,01/09/2021,RHONE-POULENC,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR
FDZIF,ZIFI 200MG TABS**,010D042,-3,0,0,107.1,76.5,01/09/2021,F.D.C. INDIA LIMITED,LAKSHMI VENKATESWARA PHARMA   HYDERABAD
KWAFA,ANAFORTAN AMP**,APE0088,60,0,0,24.75,17.7,01/09/2021,KHANDELWAL (RADON),LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
SPEPT,ESGIPYRIN TAB***,EGA9082,54,10,1,88,62.92,01/09/2021,S.G PHARMA,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
ABFC5,FINECEF 500GM VAIL**,ZEE0172,264,10,5,49.37,35.34,01/09/2021,ABBOT,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
ABFC5,FINECEF 500GM VAIL**,ZEE0172,384,10,5,49.37,35.34,01/09/2021,ABBOT,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
CRENAP,NAPRODOM 500MG TAB**,NPB19004,13,0,0,69.87,49.91,01/09/2021,GENARAL COMPANY,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
ABBPD,PENTIDS 400**,MRF0165,-15,0,0,16.5,11.8,01/09/2021,ABBOT,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
REJNH,REJOINT TABS**,GEE0113,10,0,0,275,196.43,01/09/2021,ABBOT,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
INTANAP,NAPRA-D 500 TABS**,KY1984,39,0,0,82,58.57,01/09/2021,GENARAL COMPANY,LAKSHMI VENKATESWARA PHARNACEUTICALS N.R.P.T
MAMK2,MACMIKA 250 VAIL,19VB33,50,10,5,38,28.95,01/09/2021,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MDMP1,MACPOD 100DT TABS,LMB923A,25,0,0,118,84.29,01/09/2021,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MANOT,OTOSTAR EAR DROPS,C7IBS006,18,10,1,55,39.29,01/09/2021,MAGNET LABS PVT LTD (MANKIND),MAGNET LABS PVT LTD           HYDERABAD
MANCR,CANDIFORCE-200 MG CAP,C1IAT035,-6,5,1,153.47,109.62,01/09/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MANDA,DOLOKIND-AQ INJ,E1GKS017,600,10,10,26.4,18.86,01/09/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MAND,DOLOKIND-SR TABS,B9AGS025,38,9,1,47.48,33.91,01/09/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MANM1,GLIMESTAR-M1 FORTE TAB,H2AFS038,34,0,0,210,150,01/09/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MANDRH,GLIMESTAR-PM1 TABS,F1AFS045,-1,0,0,87.89,62.78,01/09/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MANDRH,GLIMESTAR-PM1 TABS,F1AFS047,1,0,0,87.89,62.78,01/09/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MKGP2,GLIMESTAR-PM2 TABS,F0AFS100,60,0,0,109.89,78.49,01/09/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MAND 3,GLYKIND-M TABS,C5AGS160,6,0,0,67.1,47.93,01/09/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MAND6,LIZOFORCE 600 TABS,B6BPS038,10,0,0,140,100,01/09/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MANLO,LONGIFENE A  SYRUP,H0AIS043,12,11,1,99,70.71,01/09/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MANMAH,MAHACEF 100MG DRY SYRUP,A3FHS041,30,11,1,70.37,50.26,01/09/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MANMAH1,METATIME 500 XR TABS,F7AFS010,31,0,0,20.19,14.42,01/09/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MKMTC,MONTICOPE TAB,C4IAS016,33,5,1,99.9,71.36,01/09/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MKTPC,TERBINAFORCE PLUS CREAM,G6AIS116,62,10,5,54.45,38.89,01/09/2021,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MANGA,GASTICA FIZ TAB,C5EKS070,40,5,1,51.6,36.86,01/09/2021,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD
MANLP,LIPIROSE-10 TABS,I4ABS024,30,0,0,84.48,60.34,01/09/2021,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD
MFSKO,SILVERKIND NANOFINE GEL,A0EES013,5,11,1,63.8,45.57,01/09/2021,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD
MANTG,THERMOKIND-F GEL,F5ALS057,16,11,1,61.98,44.27,01/09/2021,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD
MANBA,BACTAFUZ CREAM,J5S025,3,11,1,48.79,34.85,01/09/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKCGM,CLOSTAR-GM CREAM,A8AIS035,52,10,5,48.4,34.57,01/09/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKHC1,HICOPE-10MG TABS,F8BES027,58,9,1,32.92,23.51,01/09/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKIBU,IBUKIND PLUS SUSP,C8ABS023,18,0,0,20.98,14.99,01/09/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKIBU,IBUKIND PLUS SUSP,C8ABS022,2,0,0,20.98,14.99,01/09/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKMSK,MEFKIND FORTE SUSP,C2ABS027,56,5,1,41.8,29.86,01/09/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MANNU,NUCORT-M8 TABS,B3HPS007,20,0,0,54.68,39.06,01/09/2021,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MANGAS,GAS O FAST SACHET (JEERA) 5`GM,E0EKS147,360,5,1,10,7.14,01/09/2021,MANKIND(SPECIAL),MANKIND PHARMA (SPECIAL)      HYDERABAD
MANS5,MANFORCE-50MG TABS,B3IAS065,86,1,4,270,192.86,01/09/2021,MANKIND(SPECIAL),MANKIND PHARMA (SPECIAL)      HYDERABAD
MANSP,PREGA NEWS,A0HTS119,170,1,1,50,35.71,01/09/2021,MANKIND(SPECIAL),MANKIND PHARMA (SPECIAL)      HYDERABAD
MKA25,AMLOKIND-2.5MG TABS,A0AGS028,12,0,0,28.93,20.66,01/09/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MKAKH,AMLOKIND-H,A3AGS023,2,0,0,28.97,20.69,01/09/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MKAKH,AMLOKIND-H,A3AGS024,7,0,0,28.97,20.69,01/09/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MANCI,CILAHEART-10 TABS,D8IAS010,60,0,0,84.57,60.41,01/09/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MKLDS,LONGIFENE-DS SYRUP,V6ABS023,18,0,0,125.6,89.71,01/09/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MANVE,VERTISTAR-MD 8 TAB,F8IAS007,30,0,0,40.83,29.16,01/09/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MANVS,VOMIKIND FAST,A1EOS012,60,0,0,12.63,9.02,01/09/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MKVM2,VOMIKIND-MD 2 MG TAB,H7ABS003,23,0,0,33.88,24.2,01/09/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
122304R,VOMIKIND-MD 4 TABS,D4IAS029,47,5,1,39.7,28.36,01/09/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MKZFS,ZENFLOX SUSP,A4ABS014,11,11,1,52,37.14,01/09/2021,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
MEDNC,NAPIGARD CREAM,HGD125,65,10,1,96,68.57,01/09/2021,MED SUN  (MEDMANOR),MED MANOR ORGANICS PVT LT     HYDERABAD
MERBE,BETAMIL GM CREAM,M09FR20014,10,0,0,29.94,21.38,01/09/2021,MERCK,MERCK LIMITED                 HYDERABAD
MERBE,BETAMIL GM CREAM,M09FR20015,-3,0,0,29.94,21.38,01/09/2021,MERCK,MERCK LIMITED                 HYDERABAD
MERCL,CLOBETAMIL G CREAM,M13FX20035,3,0,0,25.55,18.25,01/09/2021,MERCK,MERCK LIMITED                 HYDERABAD
MERCL,CLOBETAMIL G CREAM,M13FX20036,-3,0,0,25.55,18.25,01/09/2021,MERCK,MERCK LIMITED                 HYDERABAD
MEPBA,POLYBION AMP,M01CP20026,-30,0,0,6.05,4.32,01/09/2021,MERCK,MERCK LIMITED                 HYDERABAD
MERPO,POLYBION-SF SYRUP,M15CT20012,144,0,0,43.92,31.37,01/09/2021,MERCK,MERCK LIMITED                 HYDERABAD
USVGT,GLYCOMET TRIO 1 TABS**,121TGL146,2,0,0,129.24,92.31,01/09/2021,USV PHARMA,PRUDHVI PHARMACEUTICALS VIJAYAWADA
FDEP7,ELECTROL PWD***,869J003,415,0,0,3.99,3.05,01/09/2021,F.D.C. INDIA LIMITED,RAVINDRA PHARMACEUTICALS VIJAYAWADA
INHMR,HIFENAC-MR TABS **,KY1994,15,0,0,71,50.71,01/09/2021,INTAS,RAVINDRA PHARMACEUTICALS VIJAYAWADA
GENZOR1,ZORYL M1 FORTE TABS**,NY2490,10,0,0,132,94.29,01/09/2021,INTAS,RAVINDRA PHARMACEUTICALS VIJAYAWADA
SRRCOM,COMINERVE GOLD TABS,191065T,30,0,0,199,148.79,01/09/2021,BIOSYS HEALTH CARE,S.R.R. PHARMA          HANAMKONDA
SRRCOM,COMINERVE GOLD TABS,191065T,1,0,0,199,148.79,01/09/2021,BIOSYS HEALTH CARE,S.R.R. PHARMA          HANAMKONDA
BIOJOY,JOYSYS O TABS,191074T,36,10,2,175,130.84,01/09/2021,BIOSYS HEALTH CARE,S.R.R. PHARMA          HANAMKONDA
BIOSS1,SYSNAC TABS,GT191403,9,5,1,89,66.54,01/09/2021,BIOSYS HEALTH CARE,S.R.R. PHARMA          HANAMKONDA
GRCCL,CANDID-CL SUPPOSITORIES,24190018,84,0,0,133.5,95.36,01/09/2021,GLENMARK PHARMA,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
GLECS,CANDIDERMA+CREAM,11192035,92,14,1,94,67.14,01/09/2021,GLENMARK PHARMA,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
GWLZL,LIZOLID 600MG TABS,LZ2T9005,20,0,0,326.88,233.49,01/09/2021,GRACEWELL (INTEGRACE),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
GLETELM,TELMA 80 H TABS,18191265,2,0,0,367,262.14,01/09/2021,GLENMARK (ZOLTAN),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
GNTAM,TELMA-AM TABS,5191896,18,0,0,214.5,153.22,01/09/2021,GLENMARK (ZOLTAN),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
GLECAND1,XMET-TRIO 500/0.2/1,XTA19004,20,0,0,82,58.57,01/09/2021,GLENMARK (SYNERG),SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK)
